level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	360	27017	-1	
2	1	1	0	0	0	0	9	333	26934	-1	
3	1	1	1	0	0	0	9	333	26934	-1	
4	1	1	1	1	0	8	9	325	16	-1	
5	1	1	1	1	1	8	14	1	11	95.090530	1
5	1	1	1	1	2	87	10	8	10	91.531685	规模
5	1	1	1	1	3	127	20	1	4	75.134445	!
5	1	1	1	1	4	178	9	25	15	89.079353	工业
5	1	1	1	1	5	246	11	41	13	46.774860	V3
5	1	1	1	1	6	332	19	1	4	0.000000	;
4	1	1	1	2	0	4	211	42	12	-1	
5	1	1	1	2	1	4	211	12	12	91.838165	总
5	1	1	1	2	2	34	211	12	12	91.838165	计
4	1	1	1	3	0	4	243	40	12	-1	
5	1	1	1	3	1	4	243	40	12	80.524200	采矿
5	1	1	1	3	2	36	239	12	24	92.317413	业
4	1	1	1	4	0	4	275	102	12	-1	
5	1	1	1	4	1	4	275	102	12	37.384377	煤炭
5	1	1	1	4	2	33	271	24	24	95.259354	开采
5	1	1	1	4	3	57	271	14	24	93.305702	和
5	1	1	1	4	4	70	271	19	24	85.827522	洗
5	1	1	1	4	5	88	271	13	24	92.800110	选
5	1	1	1	4	6	100	271	10	24	91.380035	业
4	1	1	1	5	0	18	307	128	12	-1	
5	1	1	1	5	1	18	303	29	24	95.169617	烟煤
5	1	1	1	5	2	47	307	8	12	96.708687	和
5	1	1	1	5	3	60	308	8	11	90.132065	无
5	1	1	1	5	4	75	307	19	12	90.849625	烟煤
5	1	1	1	5	5	101	307	19	12	93.264465	开采
5	1	1	1	5	6	125	307	8	12	84.737595	洗
5	1	1	1	5	7	140	307	6	12	92.691406	选
4	1	1	1	6	0	18	339	76	12	-1	
5	1	1	1	6	1	18	339	76	12	28.343639	RARE
4	1	1	1	7	0	18	371	76	12	-1	
5	1	1	1	7	1	18	371	76	12	36.166084	SERIA
4	1	1	1	8	0	4	403	115	12	-1	
5	1	1	1	8	1	4	403	115	12	81.655128	石油
5	1	1	1	8	2	34	399	11	24	96.599396	和
5	1	1	1	8	3	45	399	15	24	92.346550	天
5	1	1	1	8	4	60	399	15	24	0.000000	然
5	1	1	1	8	5	75	399	12	24	93.061897	气
5	1	1	1	8	6	87	399	23	24	92.895706	开采
5	1	1	1	8	7	109	399	14	24	86.719215	业
4	1	1	1	9	0	18	435	50	12	-1	
5	1	1	1	9	1	18	435	24	12	84.546135	石油
5	1	1	1	9	2	48	435	20	12	95.846420	开采
4	1	1	1	10	0	32	467	76	12	-1	
5	1	1	1	10	1	32	467	24	12	96.644753	陆地
5	1	1	1	10	2	62	463	26	24	93.444267	石油
5	1	1	1	10	3	88	467	20	12	72.622963	开采
4	1	1	1	11	0	32	499	76	12	-1	
5	1	1	1	11	1	32	499	32	12	96.563629	海洋
5	1	1	1	11	2	71	495	17	24	96.212822	石油
5	1	1	1	11	3	88	499	20	12	83.748756	开采
4	1	1	1	12	0	18	531	63	12	-1	
5	1	1	1	12	1	18	531	63	12	91.629753	天
5	1	1	1	12	2	35	527	15	24	25.519314	然
5	1	1	1	12	3	50	527	11	24	93.127365	气
5	1	1	1	12	4	60	531	21	12	92.420326	开采
4	1	1	1	13	0	32	563	89	12	-1	
5	1	1	1	13	1	32	563	89	12	96.274452	陆地
5	1	1	1	13	2	59	559	16	24	92.794479	天
5	1	1	1	13	3	74	559	16	24	74.838402	然
5	1	1	1	13	4	89	559	13	24	93.264587	气
5	1	1	1	13	5	101	559	23	24	95.144958	开采
4	1	1	1	14	0	32	595	141	12	-1	
5	1	1	1	14	1	32	595	24	12	96.522957	海洋
5	1	1	1	14	2	61	596	8	11	92.849892	天
5	1	1	1	14	3	76	595	14	12	86.855881	然
5	1	1	1	14	4	89	591	13	24	93.189598	气
5	1	1	1	14	5	101	596	7	11	96.246117	及
5	1	1	1	14	6	112	596	9	11	93.211647	可
5	1	1	1	14	7	125	595	9	12	5.269079	燃
5	1	1	1	14	8	139	595	8	12	27.747856	冰
5	1	1	1	14	9	151	595	22	12	87.693611	开采
4	1	1	1	15	0	4	626	102	13	-1	
5	1	1	1	15	1	4	627	32	12	84.497444	黑色
5	1	1	1	15	2	43	626	20	13	91.773117	金属
5	1	1	1	15	3	62	622	10	25	90.005943	矿
5	1	1	1	15	4	71	627	17	12	88.897491	采
5	1	1	1	15	5	87	622	13	25	73.252350	选
5	1	1	1	15	6	100	627	6	12	89.488106	业
4	1	1	1	16	0	18	659	50	12	-1	
5	1	1	1	16	1	18	659	50	12	50.376740	铁
5	1	1	1	16	2	35	655	12	24	90.924103	矿
5	1	1	1	16	3	47	659	14	12	83.200562	采
5	1	1	1	16	4	60	655	11	24	71.602928	选
4	1	1	1	17	0	18	691	89	12	-1	
5	1	1	1	17	1	18	691	89	12	21.001152	jail
5	1	1	1	17	2	48	687	2	24	12.421045	s
5	1	1	1	17	3	58	687	22	24	31.645460	Har
5	1	1	1	17	4	84	691	23	12	20.785618	Sei
4	1	1	1	18	0	18	722	115	13	-1	
5	1	1	1	18	1	18	723	11	12	96.940514	其
5	1	1	1	18	2	35	723	7	12	96.932190	他
5	1	1	1	18	3	48	723	20	12	95.508263	黑色
5	1	1	1	18	4	74	722	28	13	92.831940	金属
5	1	1	1	18	5	101	718	12	25	68.700661	矿
5	1	1	1	18	6	112	723	8	12	92.965546	采
5	1	1	1	18	7	126	723	7	12	54.009026	选
4	1	1	1	19	0	4	754	102	13	-1	
5	1	1	1	19	1	4	755	11	12	89.486099	有
5	1	1	1	19	2	17	755	11	12	90.183174	色
5	1	1	1	19	3	34	754	15	13	85.904015	金
5	1	1	1	19	4	56	755	7	12	93.228821	属
5	1	1	1	19	5	62	750	10	25	68.831886	矿
5	1	1	1	19	6	71	755	9	12	85.321365	采
5	1	1	1	19	7	85	755	8	12	47.862782	选
5	1	1	1	19	8	100	755	6	12	89.899780	业
4	1	1	1	20	0	18	786	115	13	-1	
5	1	1	1	20	1	18	786	115	13	94.610504	常用
5	1	1	1	20	2	46	782	12	25	93.282791	有
5	1	1	1	20	3	57	782	18	25	91.528633	色
5	1	1	1	20	4	74	782	15	25	88.801506	金
5	1	1	1	20	5	89	782	13	25	92.971863	属
5	1	1	1	20	6	101	782	12	25	56.390953	矿
5	1	1	1	20	7	112	782	15	25	93.076736	采
5	1	1	1	20	8	126	782	10	25	63.220779	选
4	1	1	1	21	0	32	819	50	12	-1	
5	1	1	1	21	1	32	815	18	24	40.691257	ia
5	1	1	1	21	2	62	815	20	24	23.477989	RIA
4	1	1	1	22	0	32	851	63	12	-1	
5	1	1	1	22	1	32	847	32	24	31.455666	HARA
5	1	1	1	22	2	72	847	23	24	27.342037	SR
4	1	1	1	23	0	32	883	63	12	-1	
5	1	1	1	23	1	32	879	30	24	4.334278	REAR
5	1	1	1	23	2	72	883	23	12	33.983170	SR
4	1	1	1	24	0	32	915	50	12	-1	
5	1	1	1	24	1	32	915	20	12	23.883015	PW
5	1	1	1	24	2	60	911	22	24	46.238785	RIE
4	1	1	1	25	0	32	947	50	12	-1	
5	1	1	1	25	1	32	943	20	24	24.132166	Pha
5	1	1	1	25	2	62	943	20	24	47.870560	RIE
4	1	1	1	26	0	32	979	50	12	-1	
5	1	1	1	26	1	28	975	24	24	27.963390	HAW
5	1	1	1	26	2	60	975	22	24	48.398125	RIE
4	1	1	1	27	0	32	1011	50	12	-1	
5	1	1	1	27	1	32	1011	50	12	47.369080	RRA
4	1	1	1	28	0	32	1042	141	13	-1	
5	1	1	1	28	1	32	1043	11	12	96.940895	其
5	1	1	1	28	2	49	1043	15	12	96.945312	他
5	1	1	1	28	3	71	1038	17	25	96.356956	常用
5	1	1	1	28	4	87	1043	8	12	93.291229	有
5	1	1	1	28	5	98	1043	18	12	93.041504	色
5	1	1	1	28	6	123	1042	20	13	85.666298	金属
5	1	1	1	28	7	142	1038	11	25	85.314850	矿
5	1	1	1	28	8	153	1043	7	12	93.150818	采
5	1	1	1	28	9	165	1043	8	12	89.682831	选
4	1	1	1	29	0	18	1075	76	13	-1	
5	1	1	1	29	1	18	1075	76	13	93.046120	贵金属
5	1	1	1	29	2	62	1071	12	25	72.086006	矿
5	1	1	1	29	3	73	1071	15	25	93.036034	采
5	1	1	1	29	4	87	1071	10	25	91.680336	选
4	1	1	1	30	0	32	1107	50	12	-1	
5	1	1	1	30	1	32	1107	22	12	55.824448	BT
5	1	1	1	30	2	60	1107	22	12	53.776531	RR
4	1	1	1	31	0	32	1139	50	12	-1	
5	1	1	1	31	1	32	1139	20	12	54.204254	RA
5	1	1	1	31	2	60	1135	22	24	0.000000	SRI
4	1	1	1	32	0	18	1170	115	14	-1	
5	1	1	1	32	1	18	1171	24	12	89.884415	稀有
5	1	1	1	32	2	46	1171	30	13	34.321018	稀土
5	1	1	1	32	3	75	1166	13	26	63.614159	全
5	1	1	1	32	4	87	1170	15	13	65.869446	属
5	1	1	1	32	5	101	1166	11	26	72.505714	矿
5	1	1	1	32	6	111	1171	9	12	86.169891	采
5	1	1	1	32	7	124	1171	9	12	64.479141	先
4	1	1	1	33	0	32	1203	63	12	-1	
5	1	1	1	33	1	32	1203	63	12	0.000000	移
5	1	1	1	33	2	49	1199	14	24	0.000000	钼
5	1	1	1	33	3	62	1199	13	24	87.345375	矿
5	1	1	1	33	4	74	1199	14	24	77.279289	采
5	1	1	1	33	5	88	1199	11	24	85.471565	选
4	1	1	1	34	0	32	1235	89	12	-1	
5	1	1	1	34	1	32	1235	89	12	0.000000	LSE
5	1	1	1	34	2	100	1231	24	24	48.726765	RA
4	1	1	1	35	0	4	1267	89	12	-1	
5	1	1	1	35	1	4	1267	20	12	92.280144	非
5	1	1	1	35	2	30	1267	63	12	93.197655	金属
5	1	1	1	35	3	49	1263	11	24	75.655693	矿
5	1	1	1	35	4	60	1263	15	24	92.020302	采
5	1	1	1	35	5	75	1263	12	24	89.784088	选
5	1	1	1	35	6	87	1263	9	24	92.047371	业
4	1	1	1	36	0	18	1299	63	12	-1	
5	1	1	1	36	1	18	1299	63	12	48.748512	土
5	1	1	1	36	2	36	1295	13	24	41.102032	砂
5	1	1	1	36	3	48	1295	14	24	83.787567	石
5	1	1	1	36	4	62	1299	19	12	91.623810	开采
4	1	1	1	37	0	32	1331	102	12	-1	
5	1	1	1	37	1	32	1331	45	12	68.882439	BRA.
5	1	1	1	37	2	86	1331	48	12	26.613827	BERR
4	1	1	1	38	0	32	1363	102	12	-1	
5	1	1	1	38	1	32	1363	24	12	96.426170	建筑
5	1	1	1	38	2	62	1363	28	12	91.586586	装饰
5	1	1	1	38	3	97	1364	6	11	92.919571	用
5	1	1	1	38	4	103	1359	12	24	92.705238	石
5	1	1	1	38	5	115	1364	6	11	92.878128	开
5	1	1	1	38	6	125	1363	9	12	75.123085	采
4	1	1	1	39	0	32	1395	76	12	-1	
5	1	1	1	39	1	32	1395	76	12	83.222168	耐火
5	1	1	1	39	2	62	1391	16	24	80.103607	土
5	1	1	1	39	3	77	1391	11	24	92.365608	石
5	1	1	1	39	4	88	1395	20	12	74.407234	开采
4	1	1	1	40	0	32	1427	128	13	-1	
5	1	1	1	40	1	32	1423	31	25	96.127594	粘土
5	1	1	1	40	2	62	1428	7	11	96.822342	及
5	1	1	1	40	3	74	1427	8	12	96.791916	其
5	1	1	1	40	4	88	1427	7	13	92.890999	他
5	1	1	1	40	5	101	1427	15	12	83.963631	土
5	1	1	1	40	6	123	1428	7	11	92.701241	砂
5	1	1	1	40	7	129	1423	12	25	92.336678	石
5	1	1	1	40	8	140	1427	20	12	91.573135	开采
4	1	1	1	41	0	18	1459	63	12	-1	
5	1	1	1	41	1	18	1459	63	12	95.188728	化
5	1	1	1	41	2	35	1455	15	24	92.106369	学
5	1	1	1	41	3	50	1455	11	24	90.172699	矿
5	1	1	1	41	4	60	1455	11	24	92.547729	开
5	1	1	1	41	5	71	1455	14	24	81.235146	采
4	1	1	1	42	0	18	1491	24	12	-1	
5	1	1	1	42	1	18	1491	24	12	86.930435	采
5	1	1	1	42	2	33	1487	13	24	88.512611	盐
4	1	1	1	43	0	18	1522	141	13	-1	
5	1	1	1	43	1	18	1523	24	12	80.269814	石棉
5	1	1	1	43	2	48	1524	7	11	96.859344	及
5	1	1	1	43	3	60	1523	8	12	96.932816	其
5	1	1	1	43	4	74	1523	15	12	93.098640	他
5	1	1	1	43	5	96	1523	8	12	0.000000	非
5	1	1	1	43	6	109	1522	20	13	93.228745	金属
5	1	1	1	43	7	128	1518	11	25	85.393723	矿
5	1	1	1	43	8	139	1523	7	12	92.914070	采
5	1	1	1	43	9	151	1523	8	12	91.614861	选
4	1	1	1	44	0	32	1555	102	12	-1	
5	1	1	1	44	1	32	1555	102	12	88.803749	石棉
5	1	1	1	44	2	61	1551	14	24	91.907227	、
5	1	1	1	44	3	74	1551	16	24	89.096138	云
5	1	1	1	44	4	89	1551	14	24	89.421463	母
5	1	1	1	44	5	103	1551	11	24	81.280685	矿
5	1	1	1	44	6	113	1551	14	24	79.109810	采
5	1	1	1	44	7	127	1551	11	24	84.412582	选
4	1	1	1	45	0	32	1586	89	13	-1	
5	1	1	1	45	1	32	1586	89	13	47.187790	石墨
5	1	1	1	45	2	62	1582	12	25	91.906555	、
5	1	1	1	45	3	73	1582	16	25	75.472778	滑
5	1	1	1	45	4	88	1582	12	25	92.106728	石
5	1	1	1	45	5	99	1582	15	25	86.353836	采
5	1	1	1	45	6	113	1582	12	25	62.491074	选
4	1	1	1	46	0	32	1618	141	13	-1	
5	1	1	1	46	1	32	1619	11	12	96.923431	其
5	1	1	1	46	2	49	1619	7	12	96.986229	他
5	1	1	1	46	3	62	1619	15	12	93.276184	未
5	1	1	1	46	4	76	1614	13	25	93.040573	列
5	1	1	1	46	5	88	1619	15	12	93.210159	明
5	1	1	1	46	6	110	1619	8	12	67.046402	非
5	1	1	1	46	7	123	1618	20	13	93.244598	金属
5	1	1	1	46	8	142	1614	11	25	79.219589	矿
5	1	1	1	46	9	153	1619	7	12	92.861778	采
5	1	1	1	46	10	165	1619	8	12	91.330986	选
4	1	1	1	47	0	4	1651	128	12	-1	
5	1	1	1	47	1	4	1651	24	12	94.515472	开采
5	1	1	1	47	2	34	1651	20	12	95.783501	专业
5	1	1	1	47	3	58	1652	9	11	93.842781	及
5	1	1	1	47	4	73	1651	28	12	95.184395	辅助
5	1	1	1	47	5	100	1647	13	24	96.252449	性
5	1	1	1	47	6	112	1651	20	12	96.749283	活动
4	1	1	1	48	0	18	1683	193	12	-1	
5	1	1	1	48	1	18	1683	24	12	41.515846	煤炭
5	1	1	1	48	2	47	1683	21	12	95.356865	开采
5	1	1	1	48	3	71	1683	10	12	93.304871	和
5	1	1	1	48	4	84	1683	19	12	80.918327	洗
5	1	1	1	48	5	109	1683	7	12	92.776474	选
5	1	1	1	48	6	116	1679	17	24	96.514832	专业
5	1	1	1	48	7	137	1684	9	11	93.785027	及
5	1	1	1	48	8	152	1679	27	24	96.041481	辅助
5	1	1	1	48	9	179	1683	6	12	96.985603	性
5	1	1	1	48	10	191	1683	20	12	95.574112	活动
4	1	1	1	49	0	18	1715	206	12	-1	
5	1	1	1	49	1	18	1711	31	24	86.408501	石油
5	1	1	1	49	2	48	1715	7	12	96.545166	和
5	1	1	1	49	3	57	1716	11	11	91.553635	天
5	1	1	1	49	4	74	1715	15	12	0.000000	然
5	1	1	1	49	5	89	1711	12	24	93.192650	气
5	1	1	1	49	6	101	1715	19	12	96.573463	开采
5	1	1	1	49	7	126	1715	20	12	96.787079	专业
5	1	1	1	49	8	150	1716	9	11	95.476692	及
5	1	1	1	49	9	165	1715	28	12	95.739609	辅助
5	1	1	1	49	10	192	1711	13	24	95.908562	性
5	1	1	1	49	11	204	1715	20	12	96.848686	活动
4	1	1	1	50	0	18	1747	154	13	-1	
5	1	1	1	50	1	18	1747	11	12	96.942200	其
5	1	1	1	50	2	35	1747	7	12	96.993538	他
5	1	1	1	50	3	46	1747	22	12	96.272644	开采
5	1	1	1	50	4	73	1747	21	12	95.781754	专业
5	1	1	1	50	5	98	1748	9	11	95.382889	及
5	1	1	1	50	6	114	1747	27	13	96.267204	辅助
5	1	1	1	50	7	140	1743	12	25	95.881805	性
5	1	1	1	50	8	151	1747	21	12	96.728378	活动
4	1	1	1	51	0	0	1779	67	12	-1	
5	1	1	1	51	1	0	1779	67	12	96.935555	其
5	1	1	1	51	2	21	1775	11	24	96.191078	他
5	1	1	1	51	3	31	1775	14	24	68.968796	条
5	1	1	1	51	4	45	1779	22	12	83.034378	矿业
4	1	1	1	52	0	4	1843	89	12	-1	
5	1	1	1	52	1	4	1843	11	12	87.105331	农
5	1	1	1	52	2	17	1843	76	12	93.094368	副食
5	1	1	1	52	3	48	1839	14	24	92.697708	品
5	1	1	1	52	4	61	1839	13	24	95.657776	加
5	1	1	1	52	5	73	1839	23	24	96.537636	工业
4	1	1	1	53	0	18	1875	50	12	-1	
5	1	1	1	53	1	18	1875	50	12	92.385521	谷物
5	1	1	1	53	2	50	1871	12	24	63.667786	磨
5	1	1	1	53	3	62	1871	9	24	93.018684	制
4	1	1	1	54	0	32	1907	50	12	-1	
5	1	1	1	54	1	32	1907	24	12	27.682333	稻谷
5	1	1	1	54	2	62	1907	7	12	92.901588	加
5	1	1	1	54	3	74	1908	8	11	91.504509	工
4	1	1	1	55	0	32	1939	50	12	-1	
5	1	1	1	55	1	32	1939	50	12	0.000000	hemT
4	1	1	1	56	0	32	1971	50	12	-1	
5	1	1	1	56	1	32	1971	24	12	91.964684	玉米
5	1	1	1	56	2	62	1971	7	12	93.065521	加
5	1	1	1	56	3	74	1972	8	11	88.435196	工
4	1	1	1	57	0	32	2003	50	12	-1	
5	1	1	1	57	1	32	2003	24	12	94.436836	杂粮
5	1	1	1	57	2	61	2003	8	12	92.945869	加
5	1	1	1	57	3	74	2004	8	11	85.223343	工
4	1	1	1	58	0	32	2035	76	12	-1	
5	1	1	1	58	1	32	2035	11	12	96.919258	其
5	1	1	1	58	2	49	2035	7	12	96.294975	他
5	1	1	1	58	3	58	2035	50	12	93.124802	谷物
5	1	1	1	58	4	89	2031	14	24	68.485588	磨
5	1	1	1	58	5	103	2031	9	24	92.946365	制
4	1	1	1	59	0	18	2067	50	12	-1	
5	1	1	1	59	1	18	2063	31	24	29.382797	饲料
5	1	1	1	59	2	48	2067	7	12	92.659439	加
5	1	1	1	59	3	60	2068	8	11	92.631210	工
4	1	1	1	60	0	32	2099	76	12	-1	
5	1	1	1	60	1	32	2099	76	12	72.820229	宠物
5	1	1	1	60	2	64	2095	14	24	0.000000	词
5	1	1	1	60	3	77	2095	13	24	93.189293	料
5	1	1	1	60	4	89	2095	11	24	93.274376	加
5	1	1	1	60	5	100	2095	12	24	92.764709	工
4	1	1	1	61	0	32	2131	76	13	-1	
5	1	1	1	61	1	32	2131	11	12	95.650475	其
5	1	1	1	61	2	49	2131	15	13	96.850250	他
5	1	1	1	61	3	71	2131	37	12	81.020081	饲料
5	1	1	1	61	4	88	2127	14	25	93.050514	加
5	1	1	1	61	5	101	2127	10	25	92.048325	工
4	1	1	1	62	0	18	2163	63	12	-1	
5	1	1	1	62	1	18	2163	63	12	93.291000	植物
5	1	1	1	62	2	50	2159	12	24	93.082253	油
5	1	1	1	62	3	62	2159	12	24	91.596733	加
5	1	1	1	62	4	74	2159	11	24	90.660187	工
4	1	1	1	63	0	32	2195	89	12	-1	
5	1	1	1	63	1	32	2195	23	12	93.575287	食用
5	1	1	1	63	2	62	2195	28	12	93.187508	植物
5	1	1	1	63	3	89	2191	13	24	92.668953	油
5	1	1	1	63	4	101	2195	7	12	93.238976	加
5	1	1	1	63	5	113	2196	8	11	90.357376	工
4	1	1	1	64	0	32	2227	102	13	-1	
5	1	1	1	64	1	32	2227	19	12	92.064209	非
5	1	1	1	64	2	50	2223	18	24	90.896477	食用
5	1	1	1	64	3	76	2227	27	12	93.292839	植物
5	1	1	1	64	4	103	2223	12	24	93.127518	油
5	1	1	1	64	5	115	2227	6	12	93.156654	加
5	1	1	1	64	6	127	2228	7	12	92.462250	工
4	1	1	1	65	0	18	2259	37	12	-1	
5	1	1	1	65	1	18	2259	19	12	90.954247	制
5	1	1	1	65	2	36	2255	13	24	46.229023	糖
5	1	1	1	65	3	48	2259	7	12	78.934319	业
4	1	1	1	66	0	18	2291	89	12	-1	
5	1	1	1	66	1	18	2291	89	12	39.890930	屠宰
5	1	1	1	66	2	47	2287	14	24	93.141884	及
5	1	1	1	66	3	60	2287	14	24	90.174957	肉
5	1	1	1	66	4	74	2287	12	24	96.457344	类
5	1	1	1	66	5	86	2287	12	24	93.272415	加
5	1	1	1	66	6	98	2287	12	24	91.416367	工
4	1	1	1	67	0	32	2323	50	13	-1	
5	1	1	1	67	1	32	2323	11	12	46.239338	牲
5	1	1	1	67	2	49	2323	7	13	25.438591	瘟
5	1	1	1	67	3	62	2323	7	12	21.147686	屠
5	1	1	1	67	4	74	2323	8	12	70.996040	宰
4	1	1	1	68	0	32	2355	50	12	-1	
5	1	1	1	68	1	32	2355	11	12	54.867764	高
5	1	1	1	68	2	49	2355	7	12	96.787552	类
5	1	1	1	68	3	62	2355	20	12	43.140572	屠宰
4	1	1	1	69	0	33	2387	114	12	-1	
5	1	1	1	69	1	33	2387	9	12	92.642891	内
5	1	1	1	69	2	48	2387	21	12	42.060242	制品
5	1	1	1	69	3	74	2388	8	11	95.261169	及
5	1	1	1	69	4	84	2387	63	12	94.725883	副产品
5	1	1	1	69	5	128	2383	11	24	93.257011	加
5	1	1	1	69	6	138	2383	13	24	92.214355	工
4	1	1	1	70	0	18	2419	63	12	-1	
5	1	1	1	70	1	18	2419	20	12	61.606293	AP
5	1	1	1	70	2	48	2419	33	12	28.866028	BHT
4	1	1	1	71	0	32	2450	89	13	-1	
5	1	1	1	71	1	32	2450	63	13	21.694584	APSR
5	1	1	1	71	2	98	2451	23	12	21.694584	ML
4	1	1	1	72	0	32	2483	167	12	-1	
5	1	1	1	72	1	32	2483	20	12	92.612915	鱼
5	1	1	1	72	2	52	2479	12	24	30.757313	廉
5	1	1	1	72	3	64	2479	24	24	96.163902	制品
5	1	1	1	72	4	88	2484	7	11	95.009834	及
5	1	1	1	72	5	100	2483	8	12	96.055115	水
5	1	1	1	72	6	115	2483	27	12	93.208961	产品
5	1	1	1	72	7	142	2479	12	24	89.290932	干
5	1	1	1	72	8	154	2483	14	12	39.218575	脐
5	1	1	1	72	9	175	2483	6	12	23.356892	制
5	1	1	1	72	10	181	2479	11	24	93.276466	加
5	1	1	1	72	11	191	2484	8	11	86.722031	工
4	1	1	1	73	0	32	2515	115	12	-1	
5	1	1	1	73	1	32	2515	115	12	96.404404	鱼油
5	1	1	1	73	2	61	2511	24	24	93.999565	提取
5	1	1	1	73	3	85	2511	17	24	88.797379	及
5	1	1	1	73	4	101	2511	28	24	95.764893	制品
5	1	1	1	73	5	128	2511	23	24	94.108673	制造
4	1	1	1	74	0	32	2547	89	12	-1	
5	1	1	1	74	1	32	2547	11	12	96.910614	其
5	1	1	1	74	2	49	2547	7	12	96.094261	他
5	1	1	1	74	3	61	2547	8	12	81.187576	水
5	1	1	1	74	4	71	2547	50	12	96.877594	产品
5	1	1	1	74	5	101	2543	13	24	93.122108	加
5	1	1	1	74	6	113	2543	11	24	92.776604	工
4	1	1	1	75	0	18	2579	167	12	-1	
5	1	1	1	75	1	18	2579	24	12	90.053436	蔬菜
5	1	1	1	75	2	47	2585	3	4	86.438202	、
5	1	1	1	75	3	60	2579	16	12	69.007904	菌
5	1	1	1	75	4	75	2575	10	24	92.527473	类
5	1	1	1	75	5	86	2585	3	4	89.443222	、
5	1	1	1	75	6	98	2579	9	12	75.486206	水
5	1	1	1	75	7	113	2580	7	11	93.242249	果
5	1	1	1	75	8	123	2579	10	12	92.805946	和
5	1	1	1	75	9	137	2579	22	12	95.872116	坚果
5	1	1	1	75	10	164	2579	8	12	91.667557	加
5	1	1	1	75	11	177	2580	8	11	86.838600	工
4	1	1	1	76	0	32	2611	50	12	-1	
5	1	1	1	76	1	32	2611	24	12	87.288483	蔬菜
5	1	1	1	76	2	62	2611	7	12	92.902229	加
5	1	1	1	76	3	74	2612	8	11	90.244453	工
4	1	1	1	77	0	32	2643	63	12	-1	
5	1	1	1	77	1	32	2643	63	12	93.046631	食用
5	1	1	1	77	2	62	2639	14	24	90.972321	菌
5	1	1	1	77	3	76	2639	12	24	91.988892	加
5	1	1	1	77	4	88	2639	11	24	91.831085	工
4	1	1	1	78	0	32	2675	89	12	-1	
5	1	1	1	78	1	32	2675	11	12	44.911713	水
5	1	1	1	78	2	49	2676	7	11	93.163063	果
5	1	1	1	78	3	59	2675	10	12	93.007164	和
5	1	1	1	78	4	71	2675	50	12	96.017265	坚果
5	1	1	1	78	5	100	2671	12	24	93.275742	加
5	1	1	1	78	6	112	2671	12	24	91.940765	工
4	1	1	1	79	0	18	2707	102	12	-1	
5	1	1	1	79	1	18	2707	11	12	96.922737	其
5	1	1	1	79	2	35	2707	7	12	93.158257	他
5	1	1	1	79	3	47	2707	8	12	93.108063	农
5	1	1	1	79	4	56	2707	64	12	93.135353	副食
5	1	1	1	79	5	89	2703	11	24	92.971313	品
5	1	1	1	79	6	99	2703	13	24	88.089844	加
5	1	1	1	79	7	111	2703	13	24	92.111427	工
4	1	1	1	80	0	32	2739	115	12	-1	
5	1	1	1	80	1	32	2739	115	12	93.580399	淀粉
5	1	1	1	80	2	61	2735	14	24	96.403610	及
5	1	1	1	80	3	74	2739	29	12	94.213020	淀粉
5	1	1	1	80	4	103	2735	26	24	96.816002	制品
5	1	1	1	80	5	128	2735	23	24	92.063423	制造
4	1	1	1	81	0	32	2771	63	12	-1	
5	1	1	1	81	1	32	2771	19	12	88.193451	豆
5	1	1	1	81	2	50	2767	19	24	95.248215	制品
5	1	1	1	81	3	76	2771	19	12	96.446518	制造
4	1	1	1	82	0	32	2802	50	13	-1	
5	1	1	1	82	1	32	2802	50	13	81.481575	蛋品
5	1	1	1	82	2	62	2798	13	25	92.198128	加
5	1	1	1	82	3	74	2798	12	25	90.609230	工
4	1	1	1	83	0	32	2835	141	12	-1	
5	1	1	1	83	1	32	2835	11	12	96.911888	其
5	1	1	1	83	2	49	2835	7	12	96.259232	他
5	1	1	1	83	3	62	2835	7	12	93.235733	未
5	1	1	1	83	4	76	2835	6	12	93.135147	列
5	1	1	1	83	5	88	2835	8	12	93.079315	明
5	1	1	1	83	6	101	2835	7	12	93.213394	农
5	1	1	1	83	7	115	2835	27	12	93.093628	副食
5	1	1	1	83	8	142	2831	12	24	93.047104	品
5	1	1	1	83	9	154	2835	6	12	90.602676	加
5	1	1	1	83	10	166	2836	7	11	91.999649	工
4	1	1	1	84	0	4	2867	63	12	-1	
5	1	1	1	84	1	4	2867	24	12	93.152710	食品
5	1	1	1	84	2	34	2863	26	24	91.092392	制造
5	1	1	1	84	3	60	2867	7	12	88.691216	业
4	1	1	1	85	0	18	2899	76	12	-1	
5	1	1	1	85	1	18	2899	76	12	5.129013	ASRS
4	1	1	1	86	0	32	2931	89	12	-1	
5	1	1	1	86	1	32	2931	32	12	16.075134	4a.
5	1	1	1	86	2	76	2931	45	12	36.874664	BABE
4	1	1	1	87	0	32	2963	141	13	-1	
5	1	1	1	87	1	32	2963	141	13	54.078476	FRE
5	1	1	1	87	2	94	2959	26	25	22.037701	RS
5	1	1	1	87	3	125	2963	48	13	9.839878	eles
4	1	1	1	88	0	18	2995	141	12	-1	
5	1	1	1	88	1	18	2995	24	12	67.593071	糖果
5	1	1	1	88	2	47	3001	3	4	87.574738	、
5	1	1	1	88	3	60	2996	8	11	85.040062	巧
5	1	1	1	88	4	74	2995	7	12	93.042526	克
5	1	1	1	88	5	86	2995	7	12	88.751038	力
