level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	1	1	238	0	32	7795	89	12	-1	
5	1	1	1	238	1	32	7795	11	12	96.919846	其
5	1	1	1	238	2	49	7795	7	12	92.713692	他
5	1	1	1	238	3	61	7795	8	12	91.077911	纸
5	1	1	1	238	4	71	7795	50	12	96.888687	制品
5	1	1	1	238	5	101	7791	23	24	94.492836	制造
4	1	1	1	239	0	0	7825	132	14	-1	
5	1	1	1	239	1	0	7825	28	14	95.245293	印刷
5	1	1	1	239	2	32	7827	9	12	95.960732	和
5	1	1	1	239	3	43	7827	24	12	96.745552	记录
5	1	1	1	239	4	71	7827	22	12	90.612968	媒介
5	1	1	1	239	5	97	7827	30	12	65.613945	复制
5	1	1	1	239	6	126	7821	9	26	91.776627	业
4	1	1	1	240	0	18	7859	24	12	-1	
5	1	1	1	240	1	18	7859	24	12	95.212067	印刷
4	1	1	1	241	0	32	7891	76	12	-1	
5	1	1	1	241	1	32	7891	11	12	91.006203	书
5	1	1	1	241	2	48	7897	3	4	87.527809	、
5	1	1	1	241	3	61	7891	8	12	91.717834	报
5	1	1	1	241	4	76	7891	27	12	93.097954	刊印
5	1	1	1	241	5	105	7891	3	12	38.718967	刷
4	1	1	1	242	0	32	7923	50	12	-1	
5	1	1	1	242	1	32	7923	11	12	92.462242	本
5	1	1	1	242	2	45	7923	17	12	89.671379	册
5	1	1	1	242	3	64	7924	6	11	89.435524	印
5	1	1	1	242	4	75	7923	7	12	87.261612	制
4	1	1	1	243	0	32	7955	115	12	-1	
5	1	1	1	243	1	32	7955	115	12	68.115295	包装
5	1	1	1	243	2	62	7951	26	24	76.087006	装潢
5	1	1	1	243	3	88	7951	14	24	95.735260	及
5	1	1	1	243	4	101	7951	14	24	96.684250	其
5	1	1	1	243	5	115	7951	12	24	96.965973	他
5	1	1	1	243	6	127	7951	24	24	94.985062	印刷
4	1	1	1	244	0	18	7987	115	12	-1	
5	1	1	1	244	1	18	7987	24	12	94.721649	装订
5	1	1	1	244	2	45	7988	10	11	92.529327	及
5	1	1	1	244	3	60	7987	21	12	95.747177	印刷
5	1	1	1	244	4	87	7987	20	12	96.947502	相关
5	1	1	1	244	5	111	7987	22	12	95.808975	服务
4	1	1	1	245	0	18	8019	76	12	-1	
5	1	1	1	245	1	18	8019	24	12	94.053658	记录
5	1	1	1	245	2	47	8019	21	12	91.663887	媒介
5	1	1	1	245	3	72	8019	22	12	18.031511	复制
4	1	1	1	246	0	4	8051	206	12	-1	
5	1	1	1	246	1	4	8051	32	12	93.168953	文教
5	1	1	1	246	2	36	8047	11	24	92.164864	、
5	1	1	1	246	3	46	8051	17	12	92.807320	工
5	1	1	1	246	4	72	8057	3	4	92.982468	美
5	1	1	1	246	5	75	8047	11	24	91.656601	、
5	1	1	1	246	6	85	8051	17	12	92.573318	体
5	1	1	1	246	7	102	8047	11	24	91.391052	育
5	1	1	1	246	8	112	8051	8	12	87.306274	和
5	1	1	1	246	9	126	8051	27	12	91.028191	娱乐
5	1	1	1	246	10	153	8047	11	24	93.224258	用
5	1	1	1	246	11	163	8051	16	12	92.708527	品
5	1	1	1	246	12	186	8047	18	24	92.774078	制造
5	1	1	1	246	13	204	8051	6	12	90.174767	业
4	1	1	1	247	0	18	8083	102	12	-1	
5	1	1	1	247	1	18	8083	102	12	94.403938	文教
5	1	1	1	247	2	48	8079	11	24	96.942413	办
5	1	1	1	247	3	59	8083	27	12	90.917313	公用
5	1	1	1	247	4	86	8079	15	24	91.029121	品
5	1	1	1	247	5	101	8079	14	24	92.492569	制
5	1	1	1	247	6	114	8079	10	24	92.053680	造
4	1	1	1	248	0	32	8114	50	13	-1	
5	1	1	1	248	1	32	8114	31	13	96.368668	文具
5	1	1	1	248	2	66	8115	16	12	95.505173	制造
4	1	1	1	249	0	32	8147	50	12	-1	
5	1	1	1	249	1	32	8147	19	12	88.542549	笔
5	1	1	1	249	2	58	8147	6	12	96.679840	的
5	1	1	1	249	3	66	8147	16	12	96.223206	制造
4	1	1	1	250	0	32	8179	128	12	-1	
5	1	1	1	250	1	32	8175	31	24	75.288651	教学
5	1	1	1	250	2	62	8180	6	11	96.771225	用
5	1	1	1	250	3	74	8179	21	12	95.120262	模型
5	1	1	1	250	4	101	8180	7	11	96.661171	及
5	1	1	1	250	5	115	8179	19	12	95.149086	教具
5	1	1	1	250	6	140	8179	20	12	94.377609	制造
4	1	1	1	251	0	32	8211	89	12	-1	
5	1	1	1	251	1	32	8211	89	12	93.145294	墨水
5	1	1	1	251	2	62	8207	14	24	92.669502	、
5	1	1	1	251	3	76	8207	15	24	83.942482	墨
5	1	1	1	251	4	91	8207	12	24	0.000000	汁
5	1	1	1	251	5	103	8207	21	24	94.121613	制造
4	1	1	1	252	0	32	8243	128	13	-1	
5	1	1	1	252	1	32	8243	11	12	96.506828	其
5	1	1	1	252	2	48	8243	16	13	95.348877	他
5	1	1	1	252	3	63	8239	19	25	95.040329	文教
5	1	1	1	252	4	88	8243	7	12	96.884544	办
5	1	1	1	252	5	99	8243	21	12	91.278893	公用
5	1	1	1	252	6	126	8243	8	12	92.689697	品
5	1	1	1	252	7	140	8243	20	12	96.700584	制造
4	1	1	1	253	0	18	8275	50	12	-1	
5	1	1	1	253	1	18	8275	31	12	96.017372	乐器
5	1	1	1	253	2	52	8275	16	12	95.861046	制造
4	1	1	1	254	0	33	8307	62	12	-1	
5	1	1	1	254	1	33	8307	9	12	96.940277	中
5	1	1	1	254	2	48	8307	21	12	92.882248	乐器
5	1	1	1	254	3	75	8307	20	12	96.028175	制造
4	1	1	1	255	0	32	8339	63	12	-1	
5	1	1	1	255	1	32	8339	63	12	88.628319	西
5	1	1	1	255	2	50	8335	13	24	92.936668	乐
5	1	1	1	255	3	62	8335	14	24	95.654327	器
5	1	1	1	255	4	76	8339	19	12	96.300804	制造
4	1	1	1	256	0	32	8371	76	12	-1	
5	1	1	1	256	1	32	8371	32	12	96.527969	电子
5	1	1	1	256	2	64	8367	18	24	95.745888	乐器
5	1	1	1	256	3	88	8371	20	12	93.728119	制造
4	1	1	1	257	0	32	8402	115	13	-1	
5	1	1	1	257	1	32	8403	11	12	96.926155	其
5	1	1	1	257	2	49	8403	15	12	96.982750	他
5	1	1	1	257	3	63	8398	19	25	93.289368	乐器
5	1	1	1	257	4	87	8404	8	11	96.828918	及
5	1	1	1	257	5	101	8402	20	13	65.069305	零件
5	1	1	1	257	6	128	8398	22	25	96.218811	制造
4	1	1	1	258	0	18	8435	141	12	-1	
5	1	1	1	258	1	18	8435	32	12	30.629505	工艺
5	1	1	1	258	2	50	8431	18	24	96.601242	美术
5	1	1	1	258	3	72	8436	9	11	92.413170	及
5	1	1	1	258	4	87	8435	28	12	88.778374	礼仪
5	1	1	1	258	5	114	8431	13	24	93.127579	用
5	1	1	1	258	6	126	8435	7	12	91.962250	品
5	1	1	1	258	7	140	8435	19	12	96.179909	制造
4	1	1	1	259	0	32	8467	89	12	-1	
5	1	1	1	259	1	32	8467	34	12	18.801670	ABT
5	1	1	1	259	2	74	8467	47	12	3.232899	Saw
4	1	1	1	260	0	32	8499	89	12	-1	
5	1	1	1	260	1	32	8499	32	12	92.319626	金属
5	1	1	1	260	2	64	8495	18	24	92.406082	工艺
5	1	1	1	260	3	89	8499	7	12	92.603149	品
5	1	1	1	260	4	101	8499	20	12	93.599030	制造
4	1	1	1	261	0	32	8531	89	12	-1	
5	1	1	1	261	1	32	8531	32	12	43.041729	漆器
5	1	1	1	261	2	64	8527	18	24	91.789047	工艺
5	1	1	1	261	3	89	8531	7	12	92.802696	品
5	1	1	1	261	4	101	8531	20	12	94.619881	制造
4	1	1	1	262	0	32	8563	89	12	-1	
5	1	1	1	262	1	32	8563	11	12	92.679367	花
5	1	1	1	262	2	49	8563	7	12	61.886944	画
5	1	1	1	262	3	58	8563	63	12	92.200317	工艺
5	1	1	1	262	4	89	8559	13	24	91.597641	品
5	1	1	1	262	5	101	8559	23	24	94.384880	制造
4	1	1	1	263	0	32	8595	167	12	-1	
5	1	1	1	263	1	32	8596	11	11	93.253685	天
5	1	1	1	263	2	49	8595	15	12	0.000000	然
5	1	1	1	263	3	71	8595	19	12	95.710533	植物
5	1	1	1	263	4	89	8591	28	24	95.953590	纤维
5	1	1	1	263	5	116	8591	26	24	82.328629	编织
5	1	1	1	263	6	142	8591	26	24	92.638535	工艺
5	1	1	1	263	7	167	8591	13	24	92.980766	品
5	1	1	1	263	8	179	8595	20	12	80.028549	制造
4	1	1	1	264	0	32	8627	115	12	-1	
5	1	1	1	264	1	28	8623	28	24	10.094118	HAP
5	1	1	1	264	2	60	8623	32	24	10.094118	RIAT
5	1	1	1	264	3	100	8627	47	12	26.279287	SH
4	1	1	1	265	0	32	8659	89	12	-1	
5	1	1	1	265	1	32	8659	24	12	31.980438	HE
5	1	1	1	265	2	72	8659	49	12	42.091160	HB
4	1	1	1	266	0	32	8691	141	12	-1	
5	1	1	1	266	1	32	8691	24	12	95.499657	珠宝
5	1	1	1	266	2	62	8691	29	12	46.453972	首饰
5	1	1	1	266	3	91	8687	9	24	95.473389	及
5	1	1	1	266	4	100	8691	8	12	93.301331	有
5	1	1	1	266	5	110	8691	11	12	92.489487	关
5	1	1	1	266	6	127	8691	7	12	90.179718	物
5	1	1	1	266	7	140	8691	7	12	91.955467	品
5	1	1	1	266	8	154	8691	19	12	94.457092	制造
4	1	1	1	267	0	32	8723	167	12	-1	
5	1	1	1	267	1	32	8723	11	12	96.922699	其
5	1	1	1	267	2	49	8723	7	12	96.231544	他
5	1	1	1	267	3	61	8723	29	12	63.056118	工艺
5	1	1	1	267	4	89	8719	19	24	92.132111	美术
5	1	1	1	267	5	112	8723	17	12	93.698715	及
5	1	1	1	267	6	136	8719	18	24	72.715843	礼仪
5	1	1	1	267	7	154	8724	5	11	93.268929	用
5	1	1	1	267	8	166	8723	7	12	92.257973	品
5	1	1	1	267	9	179	8723	20	12	95.645714	制造
4	1	1	1	268	0	18	8755	76	12	-1	
5	1	1	1	268	1	18	8755	76	12	95.896393	体育
5	1	1	1	268	2	48	8751	13	24	93.074257	用
5	1	1	1	268	3	60	8751	16	24	92.072792	品
5	1	1	1	268	4	75	8751	13	24	92.398827	制
5	1	1	1	268	5	87	8751	11	24	87.636406	造
4	1	1	1	269	0	32	8787	50	12	-1	
5	1	1	1	269	1	32	8787	11	12	92.393723	球
5	1	1	1	269	2	47	8787	9	12	86.396553	类
5	1	1	1	269	3	61	8787	21	12	96.043427	制造
4	1	1	1	270	0	32	8819	141	12	-1	
5	1	1	1	270	1	32	8819	24	12	96.528168	专项
5	1	1	1	270	2	62	8819	28	12	96.558784	运动
5	1	1	1	270	3	89	8815	11	24	96.846245	器
5	1	1	1	270	4	100	8819	8	12	96.996445	村
5	1	1	1	270	5	112	8820	9	11	93.157509	及
5	1	1	1	270	6	125	8820	9	11	62.196831	醒
5	1	1	1	270	7	139	8819	8	12	86.774429	件
5	1	1	1	270	8	154	8819	19	12	96.013641	制造
4	1	1	1	271	0	32	8851	76	12	-1	
5	1	1	1	271	1	32	8851	76	12	95.688248	健身
5	1	1	1	271	2	62	8847	13	24	96.374352	器
5	1	1	1	271	3	74	8847	14	24	97.007507	村
5	1	1	1	271	4	88	8851	20	12	67.385178	制造
4	1	1	1	272	0	32	8883	102	12	-1	
5	1	1	1	272	1	32	8883	24	12	95.751808	运动
5	1	1	1	272	2	62	8883	20	12	96.767189	防护
5	1	1	1	272	3	88	8884	6	11	92.831711	用
5	1	1	1	272	4	100	8883	8	12	87.712036	具
5	1	1	1	272	5	113	8883	16	12	91.914780	制
5	1	1	1	272	6	128	8879	10	24	92.193581	造
4	1	1	1	273	0	32	8915	102	12	-1	
5	1	1	1	273	1	32	8915	11	12	96.922089	其
5	1	1	1	273	2	49	8915	7	12	96.373878	他
5	1	1	1	273	3	58	8915	76	12	96.762375	体育
5	1	1	1	273	4	88	8911	12	24	93.202568	用
5	1	1	1	273	5	100	8911	15	24	90.860168	品
5	1	1	1	273	6	115	8911	23	24	95.453026	制造
4	1	1	1	274	0	18	8947	50	12	-1	
5	1	1	1	274	1	18	8947	31	12	93.964249	玩具
5	1	1	1	274	2	52	8947	16	12	95.767754	制造
4	1	1	1	275	0	32	8979	63	12	-1	
5	1	1	1	275	1	32	8979	63	12	93.299767	电玩
5	1	1	1	275	2	61	8975	15	24	84.283646	具
5	1	1	1	275	3	76	8979	19	12	96.328041	制造
4	1	1	1	276	0	32	9011	76	12	-1	
5	1	1	1	276	1	32	9011	19	12	21.285839	塑
5	1	1	1	276	2	50	9007	11	24	4.870052	腕
5	1	1	1	276	3	61	9011	21	12	92.924004	玩具
5	1	1	1	276	4	88	9011	20	12	89.673042	制造
4	1	1	1	277	0	32	9042	76	13	-1	
5	1	1	1	277	1	32	9042	32	13	87.006622	金属
5	1	1	1	277	2	63	9038	19	25	95.526108	玩具
5	1	1	1	277	3	88	9038	23	25	96.167549	制造
4	1	1	1	278	0	32	9075	76	12	-1	
5	1	1	1	278	1	32	9075	32	12	95.498360	弹射
5	1	1	1	278	2	64	9071	18	24	94.470985	玩具
5	1	1	1	278	3	88	9075	20	12	91.994553	制造
4	1	1	1	279	0	32	9107	76	12	-1	
5	1	1	1	279	1	32	9107	24	12	84.394051	娃娃
5	1	1	1	279	2	62	9107	20	12	91.283943	玩具
5	1	1	1	279	3	88	9107	20	12	93.454399	制造
4	1	1	1	280	0	32	9139	180	12	-1	
5	1	1	1	280	1	32	9139	32	12	88.100815	儿童
5	1	1	1	280	2	64	9135	11	24	79.101051	乘
5	1	1	1	280	3	74	9139	8	12	80.416573	骑
5	1	1	1	280	4	88	9140	7	11	0.000000	玩
5	1	1	1	280	5	101	9140	7	11	58.278801	更
5	1	1	1	280	6	113	9139	17	12	90.338837	的
5	1	1	1	280	7	136	9135	17	24	96.553696	童车
5	1	1	1	280	8	152	9139	8	12	95.100510	类
5	1	1	1	280	9	166	9139	20	12	96.706779	产品
5	1	1	1	280	10	193	9139	19	12	96.265701	制造
4	1	1	1	281	0	32	9171	76	12	-1	
5	1	1	1	281	1	32	9171	11	12	96.930466	其
5	1	1	1	281	2	49	9171	7	12	95.746399	他
5	1	1	1	281	3	61	9171	21	12	94.891701	玩具
5	1	1	1	281	4	88	9171	20	12	92.741066	制造
4	1	1	1	282	0	18	9203	141	12	-1	
5	1	1	1	282	1	18	9203	32	12	95.518936	游艺
5	1	1	1	282	2	50	9199	11	24	96.893745	器
5	1	1	1	282	3	60	9203	8	12	97.000175	村
5	1	1	1	282	4	72	9203	17	12	91.801987	及
5	1	1	1	282	5	96	9203	19	12	94.673531	娱乐
5	1	1	1	282	6	114	9199	13	24	93.021866	用
5	1	1	1	282	7	126	9203	7	12	90.544250	品
5	1	1	1	282	8	140	9203	19	12	95.981178	制造
4	1	1	1	283	0	32	9235	154	12	-1	
5	1	1	1	283	1	32	9235	24	12	92.893150	露天
5	1	1	1	283	2	62	9235	29	12	84.140198	游乐
5	1	1	1	283	3	91	9231	17	24	96.885712	场所
5	1	1	1	283	4	115	9235	27	12	96.353966	游乐
5	1	1	1	283	5	142	9231	26	24	96.088120	设备
5	1	1	1	283	6	167	9231	19	24	93.753822	制造
4	1	1	1	284	0	32	9267	167	12	-1	
5	1	1	1	284	1	32	9263	31	24	94.834473	游艺
5	1	1	1	284	2	62	9268	6	11	93.159279	用
5	1	1	1	284	3	74	9267	8	12	92.947067	品
5	1	1	1	284	4	88	9268	7	11	91.887260	及
5	1	1	1	284	5	100	9267	20	12	96.908340	室内
5	1	1	1	284	6	127	9263	27	24	55.530045	游艺
5	1	1	1	284	7	154	9267	14	12	93.285416	器
5	1	1	1	284	8	167	9263	13	24	90.048973	材
5	1	1	1	284	9	179	9267	20	12	93.494629	制造
4	1	1	1	285	0	32	9299	102	12	-1	
5	1	1	1	285	1	32	9299	11	12	96.922966	其
5	1	1	1	285	2	49	9299	15	12	95.971191	他
5	1	1	1	285	3	71	9299	63	12	95.600525	娱乐
5	1	1	1	285	4	89	9295	13	24	92.679314	用
5	1	1	1	285	5	101	9295	14	24	89.563309	品
5	1	1	1	285	6	115	9295	23	24	96.241631	制造
4	1	1	1	286	0	4	9331	167	12	-1	
5	1	1	1	286	1	4	9327	29	24	80.480507	石油
5	1	1	1	286	2	33	9337	3	4	92.563248	、
5	1	1	1	286	3	45	9331	9	12	61.693974	煤
5	1	1	1	286	4	60	9331	7	12	45.215267	炭
5	1	1	1	286	5	72	9332	8	11	84.948723	及
5	1	1	1	286	6	85	9331	8	12	96.921860	其
5	1	1	1	286	7	99	9331	7	12	96.514862	他
5	1	1	1	286	8	111	9331	29	12	67.779030	燃料
5	1	1	1	286	9	139	9327	13	24	96.531494	加
5	1	1	1	286	10	151	9331	20	12	96.249733	工业
4	1	1	1	287	0	18	9363	102	12	-1	
5	1	1	1	287	1	18	9363	32	12	56.232449	精炼
5	1	1	1	287	2	50	9359	26	24	92.635124	石油
5	1	1	1	287	3	75	9359	19	24	96.917542	产品
5	1	1	1	287	4	101	9363	19	12	96.441322	制造
4	1	1	1	288	0	32	9395	141	12	-1	
5	1	1	1	288	1	32	9395	24	12	95.482193	原油
5	1	1	1	288	2	62	9395	7	12	93.258392	加
5	1	1	1	288	3	74	9396	8	11	92.895187	工
5	1	1	1	288	4	86	9396	9	11	84.302765	及
5	1	1	1	288	5	100	9395	29	12	93.460526	石油
5	1	1	1	288	6	136	9391	18	24	96.125374	制品
5	1	1	1	288	7	154	9395	19	12	96.490639	制造
4	1	1	1	289	0	32	9427	76	12	-1	
5	1	1	1	289	1	32	9427	17	12	96.927284	其
5	1	1	1	289	2	49	9427	7	12	95.773857	他
5	1	1	1	289	3	58	9427	50	12	96.135880	原油
5	1	1	1	289	4	89	9423	23	24	94.195053	制造
4	1	1	1	290	0	18	9459	50	12	-1	
5	1	1	1	290	1	18	9459	24	12	47.218544	煤炭
5	1	1	1	290	2	47	9459	8	12	93.227608	加
5	1	1	1	290	3	60	9460	8	11	91.655678	工
4	1	1	1	291	0	32	9491	24	12	-1	
5	1	1	1	291	1	32	9491	24	12	18.046970	ee
4	1	1	1	292	0	32	9523	89	12	-1	
5	1	1	1	292	1	32	9523	89	12	33.013340	HAMAS
5	1	1	1	292	2	112	9519	12	24	25.042519	FE
4	1	1	1	293	0	32	9555	102	12	-1	
5	1	1	1	293	1	32	9555	102	12	39.383945	EA
5	1	1	1	293	2	128	9551	10	24	27.051044	=
4	1	1	1	294	0	32	9587	63	12	-1	
5	1	1	1	294	1	32	9587	63	12	48.159737	煤
5	1	1	1	294	2	50	9583	13	24	91.840485	制
5	1	1	1	294	3	62	9583	14	24	89.049706	品
5	1	1	1	294	4	76	9587	19	12	96.420937	制造
4	1	1	1	295	0	32	9619	76	12	-1	
5	1	1	1	295	1	32	9619	11	12	96.912071	其
5	1	1	1	295	2	49	9619	7	12	96.098305	他
5	1	1	1	295	3	58	9619	50	12	58.107128	煤炭
5	1	1	1	295	4	88	9615	12	24	93.269119	加
5	1	1	1	295	5	100	9615	12	24	92.529152	工
4	1	1	1	296	0	18	9651	89	12	-1	
5	1	1	1	296	1	18	9651	89	12	93.159431	生物
5	1	1	1	296	2	48	9647	14	24	93.203606	质
5	1	1	1	296	3	62	9651	26	12	85.923691	燃料
5	1	1	1	296	4	87	9647	13	24	93.211014	加
5	1	1	1	296	5	99	9647	11	24	85.500038	工
4	1	1	1	297	0	32	9683	115	12	-1	
5	1	1	1	297	1	32	9683	115	12	93.216125	生物
5	1	1	1	297	2	62	9679	14	24	92.955696	质
5	1	1	1	297	3	76	9679	26	24	89.088493	液体
5	1	1	1	297	4	101	9679	26	24	61.782230	燃料
5	1	1	1	297	5	127	9679	24	24	85.717308	生产
4	1	1	1	298	0	32	9715	141	13	-1	
5	1	1	1	298	1	32	9715	24	12	93.171852	生物
5	1	1	1	298	2	62	9715	16	12	93.017105	质
5	1	1	1	298	3	78	9711	25	25	75.312256	致密
5	1	1	1	298	4	110	9715	8	12	96.752411	成
5	1	1	1	298	5	117	9711	11	25	96.652504	型
5	1	1	1	298	6	128	9715	27	12	90.670227	燃料
5	1	1	1	298	7	154	9711	12	25	93.275948	加
5	1	1	1	298	8	165	9716	8	11	89.793137	工
4	1	1	1	299	0	4	9746	154	13	-1	
5	1	1	1	299	1	4	9747	11	12	96.038376	化
5	1	1	1	299	2	21	9747	15	12	96.675232	学
5	1	1	1	299	3	43	9742	17	25	96.065498	原料
5	1	1	1	299	4	59	9747	8	12	96.828506	和
5	1	1	1	299	5	71	9747	17	12	96.274742	化
5	1	1	1	299	6	87	9742	13	25	96.101562	学
5	1	1	1	299	7	100	9746	27	13	95.812843	制品
5	1	1	1	299	8	134	9742	18	25	89.516106	制造
5	1	1	1	299	9	151	9747	7	12	92.212479	业
4	1	1	1	300	0	18	9779	102	12	-1	
5	1	1	1	300	1	18	9779	102	12	95.029167	基础
5	1	1	1	300	2	50	9775	12	24	96.771362	化
5	1	1	1	300	3	62	9775	14	24	95.638458	学
5	1	1	1	300	4	75	9779	26	12	96.645821	原料
5	1	1	1	300	5	101	9775	23	24	95.510437	制造
4	1	1	1	301	0	32	9811	63	12	-1	
5	1	1	1	301	1	32	9811	63	12	96.448929	无
5	1	1	1	301	2	50	9807	11	24	93.214691	机
5	1	1	1	301	3	61	9807	15	24	91.920815	酸
5	1	1	1	301	4	76	9807	14	24	85.374954	制
5	1	1	1	301	5	89	9807	10	24	91.282242	造
4	1	1	1	302	0	32	9843	63	12	-1	
5	1	1	1	302	1	32	9843	63	12	96.393280	无
5	1	1	1	302	2	50	9839	13	24	93.191223	机
5	1	1	1	302	3	62	9839	14	24	86.230316	碱
5	1	1	1	302	4	76	9843	19	12	96.286781	制造
4	1	1	1	303	0	32	9875	63	12	-1	
5	1	1	1	303	1	32	9875	63	12	96.316841	无
5	1	1	1	303	2	50	9871	13	24	93.130539	机
5	1	1	1	303	3	62	9871	14	24	91.836792	盐
5	1	1	1	303	4	76	9875	19	12	95.828850	制造
4	1	1	1	304	0	32	9907	102	12	-1	
5	1	1	1	304	1	32	9907	11	12	92.439476	有
5	1	1	1	304	2	45	9907	11	12	95.784615	机
5	1	1	1	304	3	61	9907	8	12	95.987167	化
5	1	1	1	304	4	76	9907	14	12	96.854622	学
5	1	1	1	304	5	89	9907	45	12	96.732658	原料
5	1	1	1	304	6	115	9903	23	24	96.359329	制造
4	1	1	1	305	0	32	9939	128	13	-1	
5	1	1	1	305	1	32	9939	11	12	96.953697	其
5	1	1	1	305	2	48	9939	8	13	96.765686	他
5	1	1	1	305	3	60	9939	22	12	93.152596	基础
5	1	1	1	305	4	88	9939	15	12	96.978065	化
5	1	1	1	305	5	110	9940	6	11	94.108177	学
5	1	1	1	305	6	115	9935	19	25	96.603569	原料
5	1	1	1	305	7	140	9939	20	12	95.800011	制造
4	1	1	1	306	0	18	9971	50	12	-1	
5	1	1	1	306	1	18	9971	31	12	95.688690	肥料
5	1	1	1	306	2	52	9971	16	12	95.674530	制造
4	1	1	1	307	0	32	10003	50	12	-1	
5	1	1	1	307	1	32	10003	11	12	14.119091	氢
5	1	1	1	307	2	47	10004	9	11	46.900692	肥
5	1	1	1	307	3	61	10003	21	12	93.477844	制造
4	1	1	1	308	0	32	10035	50	12	-1	
5	1	1	1	308	1	32	10035	24	12	10.353441	合肥
5	1	1	1	308	2	61	10035	21	12	93.011551	制造
4	1	1	1	309	0	32	10067	50	12	-1	
5	1	1	1	309	1	32	10067	24	12	10.382290	钾肥
5	1	1	1	309	2	61	10067	21	12	90.619125	制造
4	1	1	1	310	0	32	10099	76	12	-1	
5	1	1	1	310	1	32	10099	11	12	47.102795	复
5	1	1	1	310	2	49	10099	7	12	74.036560	混
5	1	1	1	310	3	58	10099	50	12	92.733528	肥料
5	1	1	1	310	4	89	10095	23	24	94.186844	制造
4	1	1	1	311	0	32	10131	154	12	-1	
5	1	1	1	311	1	32	10131	11	12	91.977921	有
5	1	1	1	311	2	46	10131	10	12	95.437340	机
5	1	1	1	311	3	59	10131	23	12	92.075645	肥料
5	1	1	1	311	4	86	10131	17	12	93.860725	及
5	1	1	1	311	5	103	10127	31	24	87.761467	微生物
5	1	1	1	311	6	139	10131	29	12	90.459641	肥料
5	1	1	1	311	7	167	10127	19	24	92.091919	制造
4	1	1	1	312	0	32	10163	76	12	-1	
5	1	1	1	312	1	32	10163	11	12	96.928375	其
5	1	1	1	312	2	49	10163	7	12	96.338203	他
5	1	1	1	312	3	58	10163	50	12	93.602867	肥料
5	1	1	1	312	4	89	10159	23	24	94.843781	制造
4	1	1	1	313	0	18	10195	50	12	-1	
5	1	1	1	313	1	18	10195	31	12	91.469543	农药
5	1	1	1	313	2	52	10195	16	12	93.914146	制造
4	1	1	1	314	0	32	10227	76	12	-1	
5	1	1	1	314	1	32	10227	11	12	95.893951	化
5	1	1	1	314	2	49	10227	15	12	95.703331	学
5	1	1	1	314	3	64	10227	44	12	96.464806	农药
5	1	1	1	314	4	89	10223	23	24	93.620422	制造
4	1	1	1	315	0	32	10259	180	12	-1	
5	1	1	1	315	1	32	10259	24	12	95.856453	生物
5	1	1	1	315	2	62	10259	7	12	96.652794	化
5	1	1	1	315	3	76	10259	14	12	96.810699	学
5	1	1	1	315	4	97	10255	17	24	92.010765	农药
5	1	1	1	315	5	113	10259	16	12	95.112106	及
5	1	1	1	315	6	128	10255	40	24	70.774185	微生物
5	1	1	1	315	7	167	10255	19	24	93.308266	农药
5	1	1	1	315	8	193	10259	19	12	96.554161	制造
4	1	1	1	316	0	18	10291	193	12	-1	
5	1	1	1	316	1	18	10291	31	12	93.075516	涂料
5	1	1	1	316	2	48	10287	13	24	86.392502	、
5	1	1	1	316	3	60	10291	19	12	92.848343	油
5	1	1	1	316	4	86	10297	3	4	85.793442	墨
5	1	1	1	316	5	89	10287	12	24	86.705666	、
5	1	1	1	316	6	101	10291	15	12	73.541847	颜
5	1	1	1	316	7	116	10287	17	24	94.824821	料及
5	1	1	1	316	8	137	10291	9	12	93.062874	类
5	1	1	1	316	9	150	10291	9	12	86.290222	似
5	1	1	1	316	10	165	10291	28	12	96.941536	产品
5	1	1	1	316	11	192	10287	19	24	94.812714	制造
4	1	1	1	317	0	32	10323	50	12	-1	
5	1	1	1	317	1	32	10323	31	12	95.911469	涂料
5	1	1	1	317	2	66	10323	16	12	96.397156	制造
4	1	1	1	318	0	32	10355	115	12	-1	
5	1	1	1	318	1	32	10355	115	12	96.288361	油墨
5	1	1	1	318	2	62	10351	11	24	95.528000	及
5	1	1	1	318	3	73	10351	14	24	92.931267	类
5	1	1	1	318	4	86	10351	16	24	85.163010	似
5	1	1	1	318	5	101	10351	28	24	96.925674	产品
5	1	1	1	318	6	128	10351	23	24	93.188789	制造
4	1	1	1	319	0	32	10387	76	12	-1	
5	1	1	1	319	1	32	10387	24	12	95.949692	工业
5	1	1	1	319	2	62	10387	28	12	86.176773	颜料
5	1	1	1	319	3	89	10383	19	24	92.891365	制造
4	1	1	1	320	0	32	10419	102	12	-1	
5	1	1	1	320	1	32	10419	102	12	77.702629	工艺
5	1	1	1	320	2	64	10415	24	24	96.721619	美术
5	1	1	1	320	3	88	10419	27	12	87.684105	颜料
5	1	1	1	320	4	115	10415	23	24	96.369705	制造
4	1	1	1	321	0	32	10451	50	12	-1	
5	1	1	1	321	1	32	10451	31	12	94.789680	染料
5	1	1	1	321	2	66	10451	16	12	96.362251	制造
4	1	1	1	322	0	32	10482	141	13	-1	
5	1	1	1	322	1	32	10478	31	25	94.307533	密封
5	1	1	1	322	2	62	10484	6	11	96.947227	用
5	1	1	1	322	3	74	10483	21	12	96.423500	填料
5	1	1	1	322	4	99	10484	9	11	95.727493	及
5	1	1	1	322	5	112	10483	9	12	93.268707	类
